state_county,incidentType,fyDeclared,size
Minnesota Chippewa County,Severe Storm(s),2022,2
Minnesota Chisago County,Biological,2020,2
Minnesota Chisago County,Drought,1976,1
Minnesota Chisago County,Fire,1976,6
Minnesota Chisago County,Fire,1977,1
Minnesota Chisago County,Fire,2001,1
Minnesota Chisago County,Flood,1957,1
Minnesota Chisago County,Flood,1965,1
Minnesota Chisago County,Flood,1969,1
Minnesota Chisago County,Flood,1972,1
Minnesota Chisago County,Flood,1996,1
Minnesota Chisago County,Flood,2001,1
Minnesota Chisago County,Hurricane,2005,1
Minnesota Chisago County,Severe Storm(s),1975,1
Minnesota Chisago County,Severe Storm(s),2011,1
Minnesota Clay County,Biological,2020,2
Minnesota Clay County,Drought,1976,1
Minnesota Clay County,Fire,1976,6
Minnesota Clay County,Fire,1977,1
Minnesota Clay County,Flood,1957,1
Minnesota Clay County,Flood,1966,1
Minnesota Clay County,Flood,1969,1
Minnesota Clay County,Flood,1974,1
Minnesota Clay County,Flood,1978,1
Minnesota Clay County,Flood,1979,1
Minnesota Clay County,Flood,1989,1
Minnesota Clay County,Flood,1996,1
Minnesota Clay County,Flood,1997,1
Minnesota Clay County,Flood,2001,1
Minnesota Clay County,Flood,2006,1
Minnesota Clay County,Flood,2010,2
Minnesota Clay County,Flood,2011,1
Minnesota Clay County,Flood,2019,1
Minnesota Clay County,Hurricane,2005,1
Minnesota Clay County,Severe Storm(s),1975,1
Minnesota Clay County,Severe Storm(s),1993,1
Minnesota Clay County,Severe Storm(s),1995,1
Minnesota Clay County,Severe Storm(s),1997,1
Minnesota Clay County,Severe Storm(s),1999,1
Minnesota Clay County,Severe Storm(s),2000,1
Minnesota Clay County,Severe Storm(s),2002,1
Minnesota Clay County,Severe Storm(s),2006,1
Minnesota Clay County,Severe Storm(s),2009,2
Minnesota Clearwater County,Biological,2020,2
Minnesota Clearwater County,Drought,1976,1
Minnesota Clearwater County,Fire,1976,6
Minnesota Clearwater County,Fire,1977,1
Minnesota Clearwater County,Flood,1957,1
Minnesota Clearwater County,Flood,1974,1
Minnesota Clearwater County,Flood,1996,1
Minnesota Clearwater County,Flood,1997,1
Minnesota Clearwater County,Flood,2001,1
Minnesota Clearwater County,Flood,2018,1
Minnesota Clearwater County,Flood,2022,1
Minnesota Clearwater County,Hurricane,2005,1
Minnesota Clearwater County,Severe Storm(s),1978,1
Minnesota Clearwater County,Severe Storm(s),1995,1
Minnesota Clearwater County,Severe Storm(s),1997,1
Minnesota Clearwater County,Severe Storm(s),2000,1
Minnesota Clearwater County,Severe Storm(s),2002,1
Minnesota Clearwater County,Severe Storm(s),2009,1
Minnesota Cook County,Biological,2020,2
Minnesota Cook County,Drought,1976,1
Minnesota Cook County,Fire,1976,6
Minnesota Cook County,Fire,1977,1
Minnesota Cook County,Flood,1957,1
Minnesota Cook County,Flood,2022,1
Minnesota Cook County,Hurricane,2005,1
Minnesota Cook County,Severe Storm(s),1999,1
Minnesota Cook County,Severe Storm(s),2008,1
Minnesota Cook County,Severe Storm(s),2009,1
Minnesota Cook County,Severe Storm(s),2012,1
Minnesota Cottonwood County,Biological,2020,2
Minnesota Cottonwood County,Drought,1976,1
Minnesota Cottonwood County,Fire,1976,6
Minnesota Cottonwood County,Fire,1977,1
Minnesota Cottonwood County,Flood,1957,1
Minnesota Cottonwood County,Flood,1965,1
Minnesota Cottonwood County,Flood,1969,1
Minnesota Cottonwood County,Flood,2010,1
Minnesota Cottonwood County,Flood,2018,1
Minnesota Cottonwood County,Flood,2019,1
Minnesota Cottonwood County,Hurricane,2005,1
Minnesota Cottonwood County,Severe Storm(s),1993,1
Minnesota Cottonwood County,Severe Storm(s),1997,2
Minnesota Cottonwood County,Severe Storm(s),2011,1
Minnesota Cottonwood County,Severe Storm(s),2013,1
Minnesota Cottonwood County,Severe Storm(s),2022,1
Minnesota Cottonwood County,Tornado,1998,1
Minnesota Crow Wing County,Biological,2020,2
Minnesota Crow Wing County,Drought,1976,1
Minnesota Crow Wing County,Fire,1976,6
Minnesota Crow Wing County,Fire,1977,1
Minnesota Crow Wing County,Fire,2002,1
Minnesota Crow Wing County,Flood,1957,1
Minnesota Crow Wing County,Flood,1965,1
Minnesota Crow Wing County,Flood,1966,1
Minnesota Crow Wing County,Flood,1969,1
Minnesota Crow Wing County,Flood,1972,1
Minnesota Crow Wing County,Flood,2001,1
Minnesota Crow Wing County,Hurricane,2005,1
Minnesota Crow Wing County,Severe Storm(s),1995,1
Minnesota Crow Wing County,Severe Storm(s),2012,1
Minnesota Crow Wing County,Severe Storm(s),2022,1
Minnesota Dakota County,Biological,2020,2
Minnesota Dakota County,Drought,1976,1
Minnesota Dakota County,Fire,1976,6
Minnesota Dakota County,Fire,1977,1
Minnesota Dakota County,Flood,1957,1
Minnesota Dakota County,Flood,1965,1
Minnesota Dakota County,Flood,1969,1
Minnesota Dakota County,Flood,1996,1
Minnesota Dakota County,Flood,1997,1
Minnesota Dakota County,Flood,2001,1
Minnesota Dakota County,Flood,2010,1
Minnesota Dakota County,Hurricane,2005,1
Minnesota Dakota County,Severe Storm(s),1978,1
Minnesota Dakota County,Severe Storm(s),1987,1
Minnesota Dakota County,Severe Storm(s),1993,1
Minnesota Dakota County,Severe Storm(s),2000,1
Minnesota Dakota County,Severe Storm(s),2012,1
Minnesota Dakota County,Tornado,1998,1
Minnesota Dodge County,Biological,2020,2
Minnesota Dodge County,Drought,1976,1
Minnesota Dodge County,Fire,1976,6
Minnesota Dodge County,Fire,1977,1
Minnesota Dodge County,Flood,1957,1
Minnesota Dodge County,Flood,1965,1
Minnesota Dodge County,Flood,1974,1
Minnesota Dodge County,Flood,2001,1
Minnesota Dodge County,Flood,2014,1
Minnesota Dodge County,Flood,2019,1
Minnesota Dodge County,Hurricane,2005,1
Minnesota Dodge County,Severe Ice Storm,1992,1
Minnesota Dodge County,Severe Storm(s),1978,1
Minnesota Dodge County,Severe Storm(s),1993,1
Minnesota Dodge County,Severe Storm(s),2000,1
Minnesota Dodge County,Severe Storm(s),2005,1
Minnesota Dodge County,Severe Storm(s),2007,1
Minnesota Dodge County,Severe Storm(s),2011,1
Minnesota Douglas County,Biological,2020,2
Minnesota Douglas County,Drought,1976,1
Minnesota Douglas County,Fire,1976,6
Minnesota Douglas County,Fire,1977,1
Minnesota Douglas County,Flood,1957,1
Minnesota Douglas County,Flood,1965,1
Minnesota Douglas County,Flood,1969,1
Minnesota Douglas County,Flood,1972,1
Minnesota Douglas County,Flood,1997,1
Minnesota Douglas County,Flood,2001,1
Minnesota Douglas County,Hurricane,2005,1
Minnesota Douglas County,Severe Storm(s),1997,1
Minnesota Douglas County,Severe Storm(s),2009,1
Minnesota Douglas County,Severe Storm(s),2013,1
Minnesota Douglas County,Severe Storm(s),2022,2
Minnesota Faribault County,Biological,2020,2
Minnesota Faribault County,Fire,1976,6
Minnesota Faribault County,Fire,1977,1
Minnesota Faribault County,Flood,1957,1
Minnesota Faribault County,Flood,1965,1
Minnesota Faribault County,Flood,1968,1
Minnesota Faribault County,Flood,1969,1
Minnesota Faribault County,Flood,1996,1
Minnesota Faribault County,Flood,2001,1
Minnesota Faribault County,Flood,2014,1
Minnesota Faribault County,Flood,2018,1
Minnesota Faribault County,Flood,2019,1
Minnesota Faribault County,Hurricane,2005,1
Minnesota Faribault County,Severe Ice Storm,1992,1
Minnesota Faribault County,Severe Storm(s),1993,1
Minnesota Faribault County,Severe Storm(s),1997,2
Minnesota Faribault County,Severe Storm(s),2000,1
Minnesota Faribault County,Severe Storm(s),2005,1
Minnesota Faribault County,Severe Storm(s),2011,1
Minnesota Faribault County,Severe Storm(s),2013,1
Minnesota Faribault County,Tornado,1998,1
Minnesota Faribault County,Tornado,2010,1
Minnesota Fillmore County,Biological,2020,2
Minnesota Fillmore County,Drought,1976,1
Minnesota Fillmore County,Fire,1976,6
Minnesota Fillmore County,Fire,1977,1
Minnesota Fillmore County,Flood,1957,1
Minnesota Fillmore County,Flood,1965,1
Minnesota Fillmore County,Flood,1969,1
Minnesota Fillmore County,Flood,1974,1
Minnesota Fillmore County,Flood,2017,1
Minnesota Fillmore County,Flood,2019,1
Minnesota Fillmore County,Hurricane,2005,1
Minnesota Fillmore County,Severe Ice Storm,1992,1
Minnesota Fillmore County,Severe Storm(s),1978,1
Minnesota Fillmore County,Severe Storm(s),1993,1
Minnesota Fillmore County,Severe Storm(s),2000,1
Minnesota Fillmore County,Severe Storm(s),2007,1
Minnesota Fillmore County,Severe Storm(s),2008,1
Minnesota Fillmore County,Severe Storm(s),2013,1
Minnesota Fillmore County,Tornado,1998,1
Minnesota Freeborn County,Biological,2020,2
Minnesota Freeborn County,Fire,1976,6
Minnesota Freeborn County,Fire,1977,1
Minnesota Freeborn County,Flood,1957,1
Minnesota Freeborn County,Flood,1965,1
Minnesota Freeborn County,Flood,1968,1
Minnesota Freeborn County,Flood,1996,1
Minnesota Freeborn County,Flood,2001,1
Minnesota Freeborn County,Flood,2014,1
Minnesota Freeborn County,Flood,2017,1
Minnesota Freeborn County,Flood,2019,1
Minnesota Freeborn County,Hurricane,2005,1
Minnesota Freeborn County,Severe Ice Storm,1992,1
Minnesota Freeborn County,Severe Storm(s),1993,1
Minnesota Freeborn County,Severe Storm(s),1997,1
Minnesota Freeborn County,Severe Storm(s),2000,1
Minnesota Freeborn County,Severe Storm(s),2005,1
Minnesota Freeborn County,Severe Storm(s),2008,1
Minnesota Freeborn County,Severe Storm(s),2011,1
Minnesota Freeborn County,Severe Storm(s),2013,1
Minnesota Freeborn County,Tornado,1998,1
Minnesota Freeborn County,Tornado,2010,1
Minnesota Goodhue County,Biological,2020,2
Minnesota Goodhue County,Fire,1976,6
Minnesota Goodhue County,Fire,1977,1
Minnesota Goodhue County,Flood,1957,1
Minnesota Goodhue County,Flood,1965,1
Minnesota Goodhue County,Flood,1969,1
Minnesota Goodhue County,Flood,1997,1
Minnesota Goodhue County,Flood,2001,1
Minnesota Goodhue County,Flood,2010,1
Minnesota Goodhue County,Flood,2017,1
Minnesota Goodhue County,Flood,2019,1
Minnesota Goodhue County,Hurricane,2005,1
Minnesota Goodhue County,Severe Ice Storm,1992,1
Minnesota Goodhue County,Severe Storm(s),1978,1
Minnesota Goodhue County,Severe Storm(s),1993,1
Minnesota Goodhue County,Severe Storm(s),2002,1
Minnesota Goodhue County,Severe Storm(s),2011,1
Minnesota Goodhue County,Severe Storm(s),2012,1
Minnesota Goodhue County,Tornado,1998,1
Minnesota Grant County,Biological,2020,2
Minnesota Grant County,Drought,1976,1
Minnesota Grant County,Fire,1976,6
Minnesota Grant County,Fire,1977,1
Minnesota Grant County,Flood,1957,1
Minnesota Grant County,Flood,1965,1
Minnesota Grant County,Flood,1969,1
Minnesota Grant County,Flood,1997,1
Minnesota Grant County,Flood,2001,1
Minnesota Grant County,Flood,2010,1
Minnesota Grant County,Flood,2011,1
Minnesota Grant County,Flood,2019,1
Minnesota Grant County,Hurricane,2005,1
Minnesota Grant County,Severe Storm(s),1975,1
Minnesota Grant County,Severe Storm(s),1993,1
Minnesota Grant County,Severe Storm(s),1997,1
Minnesota Grant County,Severe Storm(s),2009,1
Minnesota Grant County,Severe Storm(s),2013,1
Minnesota Grant County,Severe Storm(s),2022,2
Minnesota Hennepin County,Biological,2020,2
Minnesota Hennepin County,Drought,1976,1
Minnesota Hennepin County,Fire,1976,6
Minnesota Hennepin County,Fire,1977,1
Minnesota Hennepin County,Flood,1957,1
Minnesota Hennepin County,Flood,1965,1
Minnesota Hennepin County,Flood,1969,1
Minnesota Hennepin County,Flood,1997,1
Minnesota Hennepin County,Flood,2001,1
Minnesota Hennepin County,Flood,2010,1
Minnesota Hennepin County,Flood,2014,1
Minnesota Hennepin County,Flood,2017,1
Minnesota Hennepin County,Hurricane,2005,1
Minnesota Hennepin County,Other,2007,1
Minnesota Hennepin County,Severe Storm(s),1978,1
Minnesota Hennepin County,Severe Storm(s),1987,1
Minnesota Hennepin County,Severe Storm(s),1997,1
Minnesota Hennepin County,Severe Storm(s),2011,1
Minnesota Hennepin County,Severe Storm(s),2013,1
Minnesota Hennepin County,Tornado,1998,1
Minnesota Houston County,Biological,2020,2
Minnesota Houston County,Drought,1976,1
Minnesota Houston County,Fire,1976,6
Minnesota Houston County,Fire,1977,1
Minnesota Houston County,Flood,1957,1
Minnesota Houston County,Flood,1965,1
Minnesota Houston County,Flood,1969,1
Minnesota Houston County,Flood,1974,1
Minnesota Houston County,Flood,1997,1
Minnesota Houston County,Flood,2001,1
Minnesota Houston County,Flood,2017,1
Minnesota Houston County,Flood,2019,1
Minnesota Houston County,Hurricane,2005,1
Minnesota Houston County,Severe Storm(s),1978,1
Minnesota Houston County,Severe Storm(s),1993,1
Minnesota Houston County,Severe Storm(s),2000,1
Minnesota Houston County,Severe Storm(s),2007,1
Minnesota Houston County,Severe Storm(s),2008,1
Minnesota Houston County,Severe Storm(s),2013,1
Minnesota Houston County,Tornado,1998,1
Minnesota Houston County,Tornado,2010,1
Minnesota Hubbard County,Biological,2020,2
Minnesota Hubbard County,Drought,1976,1
Minnesota Hubbard County,Fire,1976,6
Minnesota Hubbard County,Fire,1977,1
Minnesota Hubbard County,Flood,1957,1
Minnesota Hubbard County,Flood,1997,1
Minnesota Hubbard County,Hurricane,2005,1
Minnesota Hubbard County,Severe Storm(s),1995,1
Minnesota Hubbard County,Severe Storm(s),1997,1
Minnesota Hubbard County,Severe Storm(s),1999,1
Minnesota Hubbard County,Severe Storm(s),2002,1
Minnesota Hubbard County,Severe Storm(s),2009,1
Minnesota Isanti County,Biological,2020,2
Minnesota Isanti County,Drought,1976,1
Minnesota Isanti County,Fire,1976,6
Minnesota Isanti County,Fire,1977,1
Minnesota Isanti County,Flood,1957,1
Minnesota Isanti County,Flood,1965,1
Minnesota Isanti County,Flood,1969,1
Minnesota Isanti County,Flood,1972,1
Minnesota Isanti County,Flood,2001,1
Minnesota Isanti County,Hurricane,2005,1
Minnesota Isanti County,Severe Storm(s),1997,1
Minnesota Isanti County,Severe Storm(s),2011,1
Minnesota Itasca County,Biological,2020,2
Minnesota Itasca County,Drought,1976,1
Minnesota Itasca County,Fire,1976,6
Minnesota Itasca County,Fire,1977,1
Minnesota Itasca County,Flood,1957,1
Minnesota Itasca County,Flood,1966,1
Minnesota Itasca County,Flood,1972,1
Minnesota Itasca County,Flood,1979,1
Minnesota Itasca County,Flood,2018,1
Minnesota Itasca County,Hurricane,2005,1
Minnesota Itasca County,Severe Storm(s),1975,1
Minnesota Itasca County,Severe Storm(s),1995,1
Minnesota Itasca County,Severe Storm(s),1999,1
Minnesota Itasca County,Severe Storm(s),2002,1
Minnesota Itasca County,Severe Storm(s),2012,1
Minnesota Itasca County,Severe Storm(s),2022,1
Minnesota Jackson County,Biological,2020,2
Minnesota Jackson County,Drought,1976,1
Minnesota Jackson County,Fire,1976,6
Minnesota Jackson County,Fire,1977,1
Minnesota Jackson County,Flood,1957,1
Minnesota Jackson County,Flood,1965,1
Minnesota Jackson County,Flood,1969,2
Minnesota Jackson County,Flood,2014,1
Minnesota Jackson County,Flood,2018,1
Minnesota Jackson County,Flood,2019,1
Minnesota Jackson County,Hurricane,2005,1
Minnesota Jackson County,Severe Storm(s),1993,1
Minnesota Jackson County,Severe Storm(s),1997,2
Minnesota Jackson County,Severe Storm(s),2007,1
Minnesota Jackson County,Severe Storm(s),2011,1
Minnesota Jackson County,Severe Storm(s),2013,1
Minnesota Jackson County,Tornado,1998,1
Minnesota Kanabec County,Biological,2020,2
Minnesota Kanabec County,Drought,1976,1
Minnesota Kanabec County,Fire,1976,6
Minnesota Kanabec County,Fire,1977,1
Minnesota Kanabec County,Flood,1957,1
Minnesota Kanabec County,Flood,1965,1
Minnesota Kanabec County,Flood,1969,1
Minnesota Kanabec County,Flood,1972,1
Minnesota Kanabec County,Flood,2001,1
Minnesota Kanabec County,Flood,2018,1
Minnesota Kanabec County,Hurricane,2005,1
Minnesota Kanabec County,Severe Storm(s),2011,1
Minnesota Kanabec County,Severe Storm(s),2022,1
Minnesota Kandiyohi County,Biological,2020,2
Minnesota Kandiyohi County,Drought,1976,1
Minnesota Kandiyohi County,Fire,1976,6
Minnesota Kandiyohi County,Fire,1977,1
Minnesota Kandiyohi County,Flood,1957,1
Minnesota Kandiyohi County,Flood,1965,1
Minnesota Kandiyohi County,Flood,1969,1
Minnesota Kandiyohi County,Flood,1997,1
Minnesota Kandiyohi County,Flood,2001,1
Minnesota Kandiyohi County,Hurricane,2005,1
Minnesota Kandiyohi County,Severe Storm(s),1992,1
Minnesota Kandiyohi County,Severe Storm(s),1993,1
Minnesota Kandiyohi County,Severe Storm(s),1997,2
Minnesota Kandiyohi County,Severe Storm(s),2011,1
Minnesota Kandiyohi County,Severe Storm(s),2012,1
Minnesota Kandiyohi County,Severe Storm(s),2022,2
Minnesota Kittson County,Biological,2020,2
Minnesota Kittson County,Fire,1976,6
Minnesota Kittson County,Fire,1977,1
Minnesota Kittson County,Flood,1957,1
Minnesota Kittson County,Flood,1965,1
Minnesota Kittson County,Flood,1966,1
Minnesota Kittson County,Flood,1969,1
Minnesota Kittson County,Flood,1970,1
Minnesota Kittson County,Flood,1974,1
Minnesota Kittson County,Flood,1978,1
Minnesota Kittson County,Flood,1979,1
Minnesota Kittson County,Flood,1989,1
Minnesota Kittson County,Flood,1996,1
Minnesota Kittson County,Flood,1997,1
Minnesota Kittson County,Flood,2001,1
Minnesota Kittson County,Flood,2006,1
Minnesota Kittson County,Flood,2010,2
Minnesota Kittson County,Flood,2011,1
Minnesota Kittson County,Flood,2019,1
Minnesota Kittson County,Flood,2022,1
Minnesota Kittson County,Hurricane,2005,1
Minnesota Kittson County,Severe Ice Storm,1999,1
Minnesota Kittson County,Severe Storm(s),1975,1
Minnesota Kittson County,Severe Storm(s),1993,1
Minnesota Kittson County,Severe Storm(s),1995,1
Minnesota Kittson County,Severe Storm(s),1997,1
Minnesota Kittson County,Severe Storm(s),2002,1
Minnesota Kittson County,Severe Storm(s),2009,2
Minnesota Kittson County,Tornado,2010,1
